,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Binned 1st Semester,Binned 2nd Semester
162,1,1,2,12,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate,Above Average GPA,Above Average GPA
163,1,8,5,16,1,1,1,1,1,1,1,1,0,0,1,0,0,21,0,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout,Low GPA,Low GPA
164,1,8,2,14,1,1,1,1,1,1,1,0,0,0,1,0,0,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate,Above Average GPA,Above Average GPA
165,1,8,1,15,1,1,1,1,1,1,1,0,0,0,1,0,1,19,0,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate,Average GPA,Average GPA
167,1,8,3,10,1,1,1,1,1,1,1,0,0,0,1,0,0,19,0,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate,Low GPA,Low GPA
168,1,12,1,12,1,3,1,1,1,1,1,0,0,0,1,0,0,29,0,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate,Above Average GPA,Above Average GPA
169,1,14,1,10,1,1,1,1,1,1,1,1,0,0,1,0,0,21,0,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,Dropout,Average GPA,Low GPA
171,1,8,2,13,1,1,1,1,1,1,1,0,0,0,1,0,0,20,0,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate,Average GPA,Average GPA
172,1,8,1,12,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,Graduate,Low GPA,Low GPA
173,1,13,1,3,0,1,1,1,1,1,1,0,0,0,1,0,0,26,0,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate,Low GPA,Average GPA
174,1,8,2,11,1,1,1,1,1,1,1,1,0,1,0,0,0,20,0,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Dropout,Low GPA,Average GPA
176,1,12,1,16,1,1,1,1,1,1,1,0,0,0,1,0,0,27,0,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
177,1,1,2,12,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout,Low GPA,Low GPA
178,1,1,5,16,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout,Average GPA,Low GPA
179,1,4,1,12,1,3,1,1,1,1,1,0,0,0,1,0,0,33,0,2,7,8,6,14.35,0,3,8,10,6,14.583333333333334,0,16.2,0.3,-0.92,Dropout,Above Average GPA,Above Average GPA
180,1,14,1,16,1,1,1,1,1,1,1,1,0,0,1,0,0,35,0,19,21,21,21,12.61904761904762,0,13,19,19,19,12.789473684210526,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
182,1,12,1,15,1,12,1,1,1,1,1,0,0,1,0,0,0,27,0,0,6,6,5,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,Average GPA,Very Low GPA
183,1,9,3,5,1,1,1,1,1,1,1,1,0,0,0,0,0,19,0,0,6,6,6,12.166666666666666,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,Average GPA,Very Low GPA
184,1,8,2,11,1,1,1,1,1,1,1,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,Very Low GPA,Very Low GPA
185,1,9,2,9,1,1,1,1,1,1,1,1,0,1,0,0,0,20,0,0,5,9,3,10.0,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,Dropout,Low GPA,Low GPA
187,1,8,3,12,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
188,1,12,1,6,1,1,1,1,1,1,1,1,0,0,1,0,0,24,0,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,Low GPA,Very Low GPA
189,1,8,4,5,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,6,6,12.0,0,16.2,0.3,-0.92,Graduate,Low GPA,Average GPA
190,1,1,1,11,1,1,1,1,1,1,1,0,0,0,1,0,1,21,0,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate,Average GPA,Average GPA
192,1,12,1,9,1,1,1,1,1,1,1,1,0,0,1,0,0,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Very Low GPA,Very Low GPA
193,1,16,1,16,1,1,1,1,1,1,1,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,Very Low GPA,Very Low GPA
194,1,1,4,12,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,8,8,7,12.242857142857144,0,0,8,8,7,12.242857142857144,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
195,1,12,1,17,0,15,1,1,1,1,1,1,0,0,1,0,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,Very Low GPA,Very Low GPA
196,1,9,6,12,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
197,1,4,1,7,1,3,1,1,1,1,1,0,0,0,1,0,0,35,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Very Low GPA,Very Low GPA
198,1,1,1,16,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,7,9,7,12.571428571428571,0,0,7,8,7,14.428571428571429,0,11.1,0.6,2.02,Graduate,Average GPA,Above Average GPA
200,1,1,1,6,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,5,9,4,13.75,0,0,5,13,4,14.333333333333334,2,10.8,1.4,1.74,Graduate,Average GPA,Above Average GPA
201,1,1,4,10,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,6,8,6,11.166666666666666,0,0,6,6,6,11.333333333333334,0,7.6,2.6,0.32,Graduate,Low GPA,Low GPA
202,1,1,4,12,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,8,8,7,12.324285714285711,0,0,8,8,7,12.324285714285711,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
203,1,15,1,10,1,14,1,1,1,1,1,0,0,1,1,0,0,21,0,3,6,6,6,12.166666666666666,0,2,6,7,6,11.714285714285714,0,13.9,-0.3,0.79,Graduate,Average GPA,Low GPA
204,1,8,2,10,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,6,11,5,11.142857142857142,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,Graduate,Low GPA,Low GPA
205,1,1,1,10,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,9,4,11.0,0,0,6,9,4,10.75,0,7.6,2.6,0.32,Graduate,Low GPA,Low GPA
206,1,1,2,12,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,8,8,7,12.914285714285713,0,0,8,8,7,12.914285714285713,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
207,1,1,4,15,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,6,6,13.833333333333334,0,0,6,6,6,14.166666666666666,0,16.2,0.3,-0.92,Graduate,Average GPA,Above Average GPA
208,1,1,1,6,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,8,6,13.857142857142858,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,Graduate,Average GPA,Average GPA
209,1,12,1,11,1,12,1,1,1,1,1,0,0,0,1,0,1,36,0,0,6,7,6,13.714285714285714,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,Dropout,Average GPA,Average GPA
210,1,1,2,12,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,8,8,7,12.642857142857142,0,0,8,8,7,12.642857142857142,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
211,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,7,7,6,12.916666666666666,0,0,7,7,6,12.916666666666666,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
212,1,14,1,8,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,6,8,6,15.625,0,0,6,8,6,15.857142857142858,0,13.9,-0.3,0.79,Graduate,Above Average GPA,Above Average GPA
213,1,12,1,17,0,1,1,1,1,1,1,0,0,0,1,0,1,26,0,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout,Very Low GPA,Very Low GPA
214,1,14,1,15,1,1,1,1,1,1,1,0,0,0,1,0,0,21,0,0,6,8,6,11.714285714285714,0,0,6,7,6,12.0,0,7.6,2.6,0.32,Graduate,Low GPA,Average GPA
216,1,9,1,9,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,Graduate,Low GPA,Low GPA
217,1,12,1,3,0,1,1,1,1,1,1,1,0,0,1,0,0,24,0,0,6,11,1,10.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,Dropout,Low GPA,Very Low GPA
218,1,12,1,3,0,1,1,1,1,1,1,0,0,0,1,0,1,27,0,0,6,16,1,10.0,0,0,6,13,0,0.0,0,8.9,1.4,3.51,Dropout,Low GPA,Very Low GPA
219,1,8,1,6,1,1,1,1,1,1,1,0,0,0,1,0,0,21,0,0,5,10,0,0.0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,Dropout,Very Low GPA,Average GPA
220,1,1,1,9,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,5,7,4,13.0,0,0,5,8,3,12.333333333333334,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
221,2,1,4,16,1,1,1,2,2,2,2,0,1,0,1,0,1,19,0,0,6,6,6,13.333333333333334,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate,Average GPA,Above Average GPA
222,1,1,3,11,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,Dropout,Low GPA,Average GPA
223,1,16,1,12,1,1,1,1,1,1,1,0,0,0,1,0,1,19,0,0,7,9,5,13.85,0,0,8,9,7,12.19285714285714,0,11.1,0.6,2.02,Graduate,Average GPA,Average GPA
224,1,9,1,12,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,7,8,6,13.741666666666667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,Graduate,Average GPA,Above Average GPA
225,2,4,1,17,0,17,1,2,2,2,2,0,0,0,1,0,0,33,0,2,6,7,6,15.333333333333334,0,0,5,5,5,15.8,0,11.1,0.6,2.02,Graduate,Above Average GPA,Above Average GPA
226,2,4,1,9,1,3,1,2,2,2,2,0,0,0,1,0,0,45,0,0,5,6,5,11.0,0,0,5,5,5,13.8,0,12.4,0.5,1.79,Graduate,Low GPA,Average GPA
227,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,0,1,20,0,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,11.1,0.6,2.02,Graduate,Average GPA,Average GPA
228,1,12,2,14,1,1,1,1,1,1,1,1,0,0,1,0,0,28,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Very Low GPA,Very Low GPA
229,1,14,1,12,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,8,15,7,11.571428571428571,0,0,8,15,7,11.571428571428571,0,12.7,3.7,-1.7,Graduate,Low GPA,Low GPA
230,1,1,2,11,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,10,6,12.857142857142858,0,0,6,6,3,12.666666666666666,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
231,1,12,1,11,1,3,1,1,1,1,1,0,0,0,1,0,0,38,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Very Low GPA,Very Low GPA
232,1,1,2,14,1,1,1,1,1,1,1,0,0,0,1,0,0,19,0,0,5,5,5,13.0,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
233,1,1,1,11,1,1,1,1,1,1,1,0,0,0,1,0,1,21,0,0,6,9,5,11.0,0,0,6,8,5,12.0,0,15.5,2.8,-4.06,Graduate,Low GPA,Average GPA
234,1,1,1,9,1,1,1,1,1,1,1,0,0,0,1,0,0,21,0,0,5,12,3,12.0,0,0,5,12,1,15.0,3,16.2,0.3,-0.92,Dropout,Average GPA,Above Average GPA
235,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,0,1,22,0,0,6,6,5,12.6,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
236,1,1,1,16,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,6,8,5,13.4,0,0,6,7,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
237,1,8,2,10,1,1,1,1,1,1,1,0,1,0,1,0,1,18,0,0,6,9,6,11.333333333333334,0,0,6,9,6,11.571428571428571,0,15.5,2.8,-4.06,Graduate,Low GPA,Low GPA
238,1,1,1,8,1,1,1,1,1,1,1,1,0,0,0,0,0,25,0,0,5,14,4,13.5,2,0,5,10,4,14.25,0,9.4,-0.8,-3.12,Dropout,Average GPA,Above Average GPA
239,1,12,1,6,1,12,1,1,1,1,1,0,0,1,0,0,0,24,0,2,6,11,3,11.75,0,1,6,14,3,10.333333333333334,0,16.2,0.3,-0.92,Dropout,Low GPA,Low GPA
242,1,1,2,9,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,5,5,5,11.6,0,0,5,5,5,13.6,0,12.4,0.5,1.79,Graduate,Low GPA,Average GPA
243,1,12,1,9,1,1,1,1,1,1,1,0,0,0,0,0,0,25,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
244,1,1,1,9,1,1,1,1,1,1,1,0,0,0,1,0,1,20,0,5,10,13,9,12.9,0,4,10,12,10,12.363636363636363,0,8.9,1.4,3.51,Graduate,Average GPA,Average GPA
245,1,4,1,12,1,3,1,1,1,1,1,0,0,0,1,0,0,23,0,0,8,8,8,13.22,0,0,8,8,8,13.22,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
246,1,8,3,12,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,8,8,7,13.151428571428571,0,0,8,8,7,13.151428571428571,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
247,1,15,1,4,1,14,1,1,1,1,1,0,0,1,0,0,0,29,0,0,6,13,3,12.75,0,0,6,8,3,11.333333333333334,0,13.9,-0.3,0.79,Dropout,Average GPA,Low GPA
248,1,1,3,11,1,1,1,1,1,1,1,1,0,0,1,0,0,21,0,0,6,8,6,11.333333333333334,0,0,6,8,4,12.25,0,11.1,0.6,2.02,Graduate,Low GPA,Average GPA
249,1,1,1,14,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,10,6,13.25,0,0,6,13,5,14.142857142857142,0,11.1,0.6,2.02,Graduate,Average GPA,Above Average GPA
251,1,1,3,15,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,6,6,15.0,0,0,6,6,6,12.833333333333334,0,8.9,1.4,3.51,Dropout,Above Average GPA,Average GPA
252,1,1,1,6,1,1,1,1,1,1,1,0,0,0,1,0,0,19,0,0,5,6,5,14.4,0,0,5,6,5,13.0,0,7.6,2.6,0.32,Graduate,Above Average GPA,Average GPA
254,1,8,1,9,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,5,8,5,12.4,0,0,5,6,5,10.8,0,8.9,1.4,3.51,Graduate,Average GPA,Low GPA
255,2,12,1,13,1,12,1,2,2,2,2,1,0,1,0,0,1,37,0,0,7,13,1,16.0,0,0,7,12,0,0.0,0,8.9,1.4,3.51,Dropout,High GPA,Very Low GPA
256,1,8,1,17,0,15,1,1,1,1,1,0,0,0,1,0,0,29,0,0,5,10,5,13.571428571428571,0,0,5,14,5,12.333333333333334,3,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
258,1,1,1,10,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,6,8,5,11.666666666666666,0,0,6,9,5,12.666666666666666,0,12.4,0.5,1.79,Graduate,Low GPA,Average GPA
259,1,14,1,10,1,1,1,1,1,1,1,1,0,1,0,0,0,22,0,6,10,16,6,11.833333333333334,0,2,7,8,2,13.0,0,16.2,0.3,-0.92,Dropout,Low GPA,Average GPA
260,1,1,1,11,1,1,1,1,1,1,1,0,0,0,1,0,1,20,0,0,6,8,6,11.166666666666666,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Graduate,Low GPA,Low GPA
261,1,12,1,3,0,1,1,1,1,1,1,0,0,0,1,0,0,34,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Very Low GPA,Very Low GPA
262,1,14,1,7,1,1,1,1,1,1,1,0,0,1,0,0,0,30,0,8,12,17,8,11.75,0,6,12,19,6,12.166666666666666,2,7.6,2.6,0.32,Dropout,Low GPA,Average GPA
263,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,6,7,6,14.0,0,0,6,7,6,14.0,0,10.8,1.4,1.74,Graduate,Above Average GPA,Above Average GPA
264,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.0,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
265,1,1,2,15,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,11,4,12.25,0,0,6,10,3,11.666666666666666,0,9.4,-0.8,-3.12,Graduate,Average GPA,Low GPA
266,1,8,4,12,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,8,8,7,14.828571428571427,0,0,8,8,7,14.828571428571427,0,12.7,3.7,-1.7,Graduate,Above Average GPA,Above Average GPA
267,1,1,2,15,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,6,7,5,11.4,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,Graduate,Low GPA,Average GPA
268,1,1,1,5,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,6,6,6,13.0,0,0,6,8,6,12.5,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
269,1,1,5,12,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,8,8,7,13.671428571428573,0,0,8,8,7,13.671428571428573,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
270,1,15,1,4,1,14,1,1,1,1,1,0,0,0,1,0,1,21,0,0,6,9,6,12.666666666666666,0,0,6,8,5,12.8,0,13.9,-0.3,0.79,Graduate,Average GPA,Average GPA
271,1,1,2,9,1,1,1,1,1,1,1,1,0,0,0,0,0,20,0,0,5,10,2,10.0,0,0,5,12,1,13.0,0,7.6,2.6,0.32,Dropout,Low GPA,Average GPA
272,1,8,1,9,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,5,10,5,13.5,0,0,5,8,5,12.333333333333334,0,13.9,-0.3,0.79,Graduate,Average GPA,Average GPA
273,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,0,0,19,0,2,7,8,7,12.67,0,1,8,8,8,13.55,0,11.1,0.6,2.02,Graduate,Average GPA,Average GPA
274,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,0,0,20,0,0,6,8,6,14.5,0,0,6,7,6,15.428571428571429,0,16.2,0.3,-0.92,Graduate,Above Average GPA,Above Average GPA
275,1,8,3,12,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,7,7,7,13.685714285714283,0,0,8,8,8,15.3875,0,13.9,-0.3,0.79,Graduate,Average GPA,Above Average GPA
276,1,13,1,16,1,1,1,1,1,1,1,0,0,0,1,0,0,20,0,0,6,8,5,11.0,0,0,6,10,3,10.666666666666666,0,12.7,3.7,-1.7,Dropout,Low GPA,Low GPA
277,2,4,1,8,1,3,1,2,2,2,2,0,0,1,0,0,0,29,0,7,9,16,7,11.555555555555555,4,5,7,12,5,13.2,2,7.6,2.6,0.32,Dropout,Low GPA,Average GPA
279,1,1,1,12,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,7,8,7,14.00375,0,0,8,11,7,13.812857142857142,0,15.5,2.8,-4.06,Graduate,Above Average GPA,Average GPA
280,1,7,2,9,1,1,1,1,1,1,1,1,0,0,1,0,1,22,0,0,5,8,4,12.0,0,0,5,8,4,11.4,2,16.2,0.3,-0.92,Graduate,Average GPA,Low GPA
281,4,1,1,3,0,1,1,4,4,4,4,1,0,0,1,0,1,47,0,0,6,9,5,14.166666666666666,0,0,6,7,6,14.166666666666666,0,16.2,0.3,-0.92,Graduate,Above Average GPA,Above Average GPA
282,2,16,1,17,0,1,1,2,2,2,2,0,0,0,1,0,0,31,0,1,5,5,5,14.0,0,0,5,5,5,13.8,0,8.9,1.4,3.51,Graduate,Above Average GPA,Average GPA
283,1,1,1,5,1,1,1,1,1,1,1,0,0,0,1,0,1,21,0,0,6,7,5,13.8,0,0,6,6,6,12.833333333333334,0,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
284,1,1,1,3,0,1,1,1,1,1,1,0,0,0,1,0,0,21,0,0,6,8,5,12.8,0,0,6,10,6,11.857142857142858,0,7.6,2.6,0.32,Graduate,Average GPA,Low GPA
285,2,12,1,15,1,9,1,2,2,2,2,0,0,0,1,0,0,24,0,0,6,6,6,12.166666666666666,0,0,6,6,6,13.833333333333334,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
287,1,12,1,3,0,11,1,1,1,1,1,0,0,0,1,0,0,32,0,0,6,9,4,12.0,0,0,6,12,4,11.5,0,7.6,2.6,0.32,Graduate,Average GPA,Low GPA
288,1,9,2,3,0,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,6,8,6,10.833333333333334,0,0,6,9,6,11.5,0,10.8,1.4,1.74,Graduate,Low GPA,Low GPA
289,1,12,1,12,1,1,1,1,1,1,1,1,0,0,1,0,0,24,0,0,8,8,8,13.385,0,0,8,8,8,13.385,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
290,1,8,4,6,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,14,6,15.666666666666666,0,0,6,9,6,14.5,0,15.5,2.8,-4.06,Graduate,Above Average GPA,Above Average GPA
291,1,15,1,4,1,14,1,1,1,1,1,0,0,1,1,0,1,19,0,0,6,9,6,14.333333333333334,0,0,6,7,6,13.833333333333334,0,13.9,-0.3,0.79,Graduate,Above Average GPA,Average GPA
293,1,8,4,10,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,9,6,11.666666666666666,0,0,6,8,6,11.666666666666666,0,8.9,1.4,3.51,Graduate,Low GPA,Low GPA
294,1,1,1,5,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,6,9,5,12.0,0,0,6,10,2,11.333333333333334,0,8.9,1.4,3.51,Dropout,Average GPA,Low GPA
295,2,1,1,12,1,1,1,2,2,2,2,0,0,0,1,0,1,19,0,0,8,8,7,14.725714285714288,0,0,8,8,7,14.725714285714288,0,10.8,1.4,1.74,Graduate,Above Average GPA,Above Average GPA
296,1,8,2,15,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,6,6,14.166666666666666,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,Above Average GPA,Average GPA
297,1,1,1,10,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,10,6,11.571428571428571,0,0,6,8,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,Low GPA,Average GPA
298,1,8,4,13,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,7,7,7,12.5,0,0,8,8,8,13.1375,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
299,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,8,10,8,12.86,2,0,8,10,8,12.86,2,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
300,1,8,4,14,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,10,6,12.25,0,0,6,9,6,13.714285714285714,0,11.1,0.6,2.02,Graduate,Average GPA,Average GPA
301,1,1,2,6,1,1,1,1,1,1,1,1,0,0,1,0,1,21,0,0,5,7,4,12.0,0,0,5,5,5,12.2,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
302,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,7,9,7,15.116666666666667,0,0,8,9,8,16.168888888888887,0,15.5,2.8,-4.06,Graduate,Above Average GPA,High GPA
303,1,16,1,14,1,1,1,1,1,1,1,0,0,1,0,0,0,18,0,0,5,6,2,12.5,0,0,5,6,4,10.25,0,9.4,-0.8,-3.12,Dropout,Average GPA,Low GPA
304,1,8,2,10,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,11,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Very Low GPA,Very Low GPA
306,1,8,4,14,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,8,6,11.875,0,0,6,11,4,14.6,0,11.1,0.6,2.02,Graduate,Low GPA,Above Average GPA
307,1,12,1,8,1,3,1,1,1,1,1,1,0,0,1,0,0,34,0,1,5,6,1,11.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,Low GPA,Very Low GPA
308,1,1,3,6,1,1,1,1,1,1,1,0,0,0,1,0,0,19,0,0,5,5,5,15.2,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate,Above Average GPA,Average GPA
309,1,15,1,8,1,14,1,1,1,1,1,1,0,1,0,0,0,19,0,2,6,7,5,11.6,0,1,6,12,2,11.0,0,12.4,0.5,1.79,Dropout,Low GPA,Low GPA
310,1,16,1,10,1,1,1,1,1,1,1,0,0,1,1,0,0,26,0,0,6,6,6,14.833333333333334,0,0,6,7,6,15.142857142857142,0,11.1,0.6,2.02,Graduate,Above Average GPA,Above Average GPA
311,1,8,1,16,1,1,1,1,1,1,1,1,0,0,1,0,0,21,0,0,6,12,3,11.333333333333334,0,0,6,10,3,11.333333333333334,0,7.6,2.6,0.32,Dropout,Low GPA,Low GPA
